-------------|-------------|----|--------|----------|--------|----------|----|----------|-----|-----|--------|----------------|----------------|--------|--------
PNG          |Name         |Ref |Lam_lab |Ion       |Lam_obs |F(lambda) |F_Er|I(lambda) |I_Em |I_Ep |Mult    |Lower Term      |Upper Term      |g1      |g2      
-------------|-------------|----|--------|----------|--------|----------|----|----------|-----|-----|--------|----------------|----------------|--------|--------
PNG306.4-00.6|Th 2-A       |M02 |4363.21 |[O III]   |4363.21 |13.800    |0.0 |18.657    |-0.7 |0.7  |F2      |2p2 1D          |2p2 1S          |5       |1       
PNG306.4-00.6|Th 2-A       |D21 |4432.74 |N II      |4438.16 |0.515     |9.4 |0.668     |-12.6|11.6 |V55a    |3d 3P*          |4f 2[3]         |5       |7       
PNG306.4-00.6|Th 2-A       |D21 |4448.19 |O II      |4447.11 |0.668     |7.7 |0.859     |-10.3|9.5  |V35     |3p' 2F*         |3d' 2F          |8       |8       
PNG306.4-00.6|Th 2-A       |D21 |4471.50 |He I      |4470.75 |2.193     |2.7 |2.780     |-3.6 |3.4  |V14     |2p 3P*          |4d 3D           |9       |15      
PNG306.4-00.6|Th 2-A       |D21 |4510.91 |N III     |4510.53 |0.266     |9.3 |0.329     |-12.0|11.3 |V3      |3s' 4P*         |3p' 4D          |2       |4       
PNG306.4-00.6|Th 2-A       |D21 |4523.58 |N III     |4523.71 |0.216     |15.4|0.265     |-19.7|18.8 |V3      |3s' 4P*         |3p' 4D          |4       |4       
PNG306.4-00.6|Th 2-A       |D21 |4541.59 |He II     |4540.84 |1.532     |4.3 |1.862     |-5.8 |5.3  |4.9     |4f+ 2F*         |9g+ 2G          |32      |*       
PNG306.4-00.6|Th 2-A       |D21 |4658.64 |C IV      |4657.49 |1.524     |4.9 |1.725     |-6.5 |6.0  |V8      |5f 2F*          |6g 2G           |14      |18      
PNG306.4-00.6|Th 2-A       |D21 |4562.60 |Mg I]     |4561.25 |0.670     |9.0 |0.804     |-11.4|11.2 |        |3s2 1S          |3s3p 3P*        |1       |5       
PNG306.4-00.6|Th 2-A       |D21 |4571.10 |Mg I]     |4569.08 |0.392     |15.6|0.468     |-20.4|19.0 |        |3s2 1S          |3s3p 3P*        |1       |3       
PNG306.4-00.6|Th 2-A       |D21 |4640.64 |N III     |4640.34 |0.343     |14.4|0.392     |-18.1|17.4 |V2      |3p 2P*          |3d 2D           |4       |6       
PNG306.4-00.6|Th 2-A       |D21 |4658.64 |C IV      |4657.49 |1.524     |4.9 |1.725     |-6.3 |6.1  |V8      |5f 2F*          |6g 2G           |14      |18      
PNG306.4-00.6|Th 2-A       |D21 |4678.14 |N II      |4675.89 |0.088     |56.1|0.098     |-72.8|69.3 |V61b    |3d 1P*          |4f 2[2]         |3       |5       
PNG306.4-00.6|Th 2-A       |D21 |4685.68 |He II     |4684.94 |49.477    |0.6 |55.082    |-0.8 |0.8  |3.4     |3d+ 2D          |4f+ 2F*         |18      |32      
PNG306.4-00.6|Th 2-A       |D21 |4711.37 |[Ar IV]   |4710.62 |2.467     |2.3 |2.704     |-3.0 |2.9  |F1      |3p3 4S*         |3p3 2D*         |4       |6       
PNG306.4-00.6|Th 2-A       |D21 |4740.17 |[Ar IV]   |4739.40 |1.809     |3.5 |1.948     |-4.6 |4.5  |F1      |3p3 4S*         |3p3 2D*         |4       |4       
PNG306.4-00.6|Th 2-A       |D21 |4754.70 |[Fe III]  |4753.99 |0.101     |12.1|0.108     |-15.9|14.9 |F3      |                |                |        |        
PNG306.4-00.6|Th 2-A       |D21 |4788.13 |N II      |4787.83 |0.083     |22.8|0.087     |-29.8|28.6 |V20     |3p 3D           |3d 3D*          |5       |5       
PNG306.4-00.6|Th 2-A       |D21 |4803.29 |N II      |4801.95 |0.191     |18.6|0.198     |-24.2|23.6 |V20     |3p 3D           |3d 3D*          |7       |7       
PNG306.4-00.6|Th 2-A       |D21 |4861.33 |H 4       |4860.62 |100.000   |0.8 |100.004   |-1.0 |1.0  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG306.4-00.6|Th 2-A       |D21 |4881.11 |[Fe III]  |4880.47 |0.737     |6.2 |0.728     |-8.0 |7.8  |F2      |3d6 5D          |3d6 3H          |9       |9       
PNG306.4-00.6|Th 2-A       |D21 |4924.53 |O II      |4921.35 |0.551     |11.0|0.530     |-14.3|13.8 |V28     |3p 4S*          |3d 4P           |4       |6       
PNG306.4-00.6|Th 2-A       |D21 |4958.91 |[O III]   |4958.29 |549.839   |0.5 |518.074   |-0.7 |0.6  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG306.4-00.6|Th 2-A       |D21 |5006.84 |[O III]   |5006.26 |1672.895  |0.5 |1530.917  |-0.7 |0.6  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG306.4-00.6|Th 2-A       |D21 |5270.40 |[Fe III]  |5269.35 |0.618     |13.3|0.482     |-17.4|16.6 |F1      |3d6 5D          |3d6 3P2         |7       |5       
PNG306.4-00.6|Th 2-A       |D21 |5411.52 |He II     |5411.10 |5.528     |1.2 |3.968     |-1.7 |1.5  |4.7     |4f+ 2F*         |7g+ 2G          |32      |98      
PNG306.4-00.6|Th 2-A       |D21 |5517.66 |[Cl III]  |5517.48 |2.183     |2.3 |1.489     |-3.1 |2.8  |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG306.4-00.6|Th 2-A       |D21 |5676.02 |N II      |5674.28 |0.229     |27.4|0.146     |-35.1|34.4 |V3      |3s 3P*          |3p 3D           |1       |3       
PNG306.4-00.6|Th 2-A       |D21 |5679.56 |N II      |5678.97 |0.379     |10.6|0.241     |-13.8|13.4 |V3      |3s 3P*          |3p 3D           |5       |7       
PNG306.4-00.6|Th 2-A       |D21 |5695.92 |C III     |5695.67 |0.232     |26.8|0.147     |-34.9|35.9 |V2      |3p 1P*          |3d 1D           |3       |5       
PNG306.4-00.6|Th 2-A       |D21 |5710.77 |N II      |5714.90 |0.444     |12.5|0.279     |-16.4|16.3 |V3      |3s 3P*          |3p 3D           |5       |5       
PNG306.4-00.6|Th 2-A       |D21 |5754.60 |[N II]    |5753.64 |3.488     |1.9 |2.152     |-2.7 |2.7  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG306.4-00.6|Th 2-A       |D21 |5801.51 |C IV      |5800.33 |0.660     |7.4 |0.399     |-9.7 |9.7  |V1      |3s 2S           |3p 2P*          |2       |4       
PNG306.4-00.6|Th 2-A       |D21 |5812.14 |C IV      |5811.12 |0.088     |35.2|0.053     |-46.2|44.8 |V1      |3s 2S           |3p 2P*          |2       |2       
PNG306.4-00.6|Th 2-A       |D21 |5875.66 |He I      |5874.64 |19.454    |0.9 |11.415    |-1.7 |1.7  |V11     |2p 3P*          |3d 3D           |9       |15      
PNG306.4-00.6|Th 2-A       |D21 |5931.78 |N II      |5931.09 |0.213     |17.5|0.122     |-22.4|22.8 |V28     |3p 3P           |3d 3D*          |3       |5       
PNG306.4-00.6|Th 2-A       |D21 |6118.20 |He II     |6117.76 |0.455     |14.3|0.242     |-18.1|19.0 |5.19    |5g+ 2G          |19h+ 2H*        |50      |*       
PNG306.4-00.6|Th 2-A       |D21 |6151.43 |C II      |6144.81 |0.837     |10.8|0.440     |-13.7|13.6 |V16.04  |4d 2D           |6f 2F*          |10      |14      
PNG306.4-00.6|Th 2-A       |D21 |6233.80 |He II     |6233.52 |0.369     |11.1|0.188     |-14.2|14.5 |5.17    |5g+ 2G          |17h+ 2H*        |50      |*       
PNG306.4-00.6|Th 2-A       |D21 |6300.34 |[O I]     |6299.19 |10.807    |2.7 |5.368     |-4.0 |3.8  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG306.4-00.6|Th 2-A       |D21 |6312.10 |[S III]   |6310.95 |4.332     |0.8 |2.142     |-2.1 |2.0  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG306.4-00.6|Th 2-A       |D21 |6363.78 |[O I]     |6362.61 |3.596     |3.2 |1.745     |-4.4 |4.4  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG306.4-00.6|Th 2-A       |D21 |6393.60 |[Mn V]    |6390.57 |0.203     |17.1|0.097     |-22.0|22.0 |        |3d3 4F          |3d3 4P          |10      |6       
PNG306.4-00.6|Th 2-A       |D21 |6461.95 |C II      |6459.76 |0.538     |11.3|0.252     |-14.5|14.5 |        |4f 2F*          |6g 2G           |14      |18      
PNG306.4-00.6|Th 2-A       |D21 |6548.10 |[N II]    |6546.86 |89.676    |1.4 |40.694    |-2.7 |2.5  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG306.4-00.6|Th 2-A       |D21 |6562.77 |H 3       |6561.56 |637.340   |1.0 |287.720   |-2.5 |2.3  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG306.4-00.6|Th 2-A       |D21 |6583.50 |[N II]    |6582.24 |296.859   |0.6 |133.037   |-2.3 |2.0  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG306.4-00.6|Th 2-A       |D21 |6678.16 |He I      |6676.75 |4.564     |2.4 |1.979     |-3.7 |3.6  |V46     |2p 1P*          |3d 1D           |3       |5       
PNG306.4-00.6|Th 2-A       |D21 |6716.44 |[S II]    |6715.18 |14.421    |1.1 |6.172     |-2.6 |2.5  |F2      |2p3 4S*         |2p3 2D*         |4       |6       
PNG306.4-00.6|Th 2-A       |D21 |6730.82 |[S II]    |6729.61 |18.246    |1.7 |7.771     |-3.0 |2.9  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG306.4-00.6|Th 2-A       |D21 |7065.25 |He I      |7063.76 |7.031     |6.4 |2.685     |-8.4 |7.9  |V10     |2p 3P*          |3s 3S           |9       |3       
PNG306.4-00.6|Th 2-A       |M02 |7135.80 |[Ar III]  |7135.80 |64.000    |0.0 |23.913    |-2.7 |2.4  |F1      |3p4 3P          |3p4 1D          |5       |5       
PNG306.4-00.6|Th 2-A       |M02 |7751.43 |[Ar III]  |7751.43 |14.900    |0.0 |4.674     |-3.0 |2.9  |F1      |3p4 3P          |3p4 1D          |3       |5       
PNG306.4-00.6|Th 2-A       |M02 |9068.60 |[S III]   |9068.60 |98.900    |0.0 |23.140    |-3.7 |3.6  |        |3p2 3P          |3p2 1D          |3       |5       
PNG285.4+01.5|Pe 1-1       |G12 |3726.03 |[O II]    |3726.03 |13.150    |0.0 |41.457    |-0.5 |0.3  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG285.4+01.5|Pe 1-1       |G12 |3728.82 |[O II]    |3728.82 |5.210     |0.0 |16.390    |-0.5 |0.3  |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG285.4+01.5|Pe 1-1       |G12 |3868.75 |[Ne III]  |3868.75 |31.050    |0.0 |87.043    |-0.5 |0.3  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG285.4+01.5|Pe 1-1       |G12 |3889.05 |H 8       |3889.05 |7.500     |0.0 |20.653    |-0.5 |0.3  |H8      |2p+ 2P*         |8d+ 2D          |8       |*       
PNG285.4+01.5|Pe 1-1       |G12 |3967.46 |[Ne III]  |3967.46 |9.520     |0.0 |24.412    |-0.4 |0.3  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG285.4+01.5|Pe 1-1       |G12 |4101.74 |H 6       |4101.74 |12.150    |0.0 |27.380    |-0.4 |0.3  |H6      |2p+ 2P*         |6d+ 2D          |8       |72      
PNG285.4+01.5|Pe 1-1       |G12 |4340.47 |H 5       |4340.47 |29.130    |0.0 |51.356    |-0.3 |0.2  |H5      |2p+ 2P*         |5d+ 2D          |8       |50      
PNG285.4+01.5|Pe 1-1       |G12 |4363.21 |[O III]   |4363.21 |4.310     |0.0 |7.417     |-0.2 |0.2  |F2      |2p2 1D          |2p2 1S          |5       |1       
PNG285.4+01.5|Pe 1-1       |D21 |4432.74 |N II      |4433.26 |0.143     |32.4|0.228     |-41.0|40.6 |V55a    |3d 3P*          |4f 2[3]         |5       |7       
PNG285.4+01.5|Pe 1-1       |D21 |4432.75 |N II      |4432.27 |0.176     |26.9|0.281     |-34.0|33.4 |V55b    |3d 3P*          |4f 2[3]         |5       |7       
PNG285.4+01.5|Pe 1-1       |D21 |4437.55 |He I      |4439.32 |0.522     |13.2|0.830     |-17.1|16.9 |V50     |2p 1P*          |5s 1S           |3       |1       
PNG285.4+01.5|Pe 1-1       |D21 |4452.37 |O II      |4450.22 |0.450     |16.9|0.704     |-21.8|21.7 |V5      |3s 2P           |3p 2D*          |4       |4       
PNG285.4+01.5|Pe 1-1       |D21 |4471.50 |He I      |4471.97 |3.911     |4.2 |5.993     |-5.4 |5.2  |V14     |2p 3P*          |4d 3D           |9       |15      
PNG285.4+01.5|Pe 1-1       |D21 |4488.75 |[Fe II]   |4489.51 |0.187     |29.3|0.281     |-37.7|36.9 |F6      |4s 6D           |4s 4F           |6       |6       
PNG285.4+01.5|Pe 1-1       |D21 |4510.91 |N III     |4508.75 |0.499     |15.4|0.733     |-19.8|19.4 |V3      |3s' 4P*         |3p' 4D          |2       |4       
PNG285.4+01.5|Pe 1-1       |D21 |4514.86 |N III     |4521.09 |0.302     |49.3|0.442     |-62.8|60.4 |V3      |3s' 4P*         |3p' 4D          |6       |8       
PNG285.4+01.5|Pe 1-1       |D21 |4571.10 |Mg I]     |4571.40 |0.253     |10.1|0.348     |-12.7|12.2 |        |3s2 1S          |3s3p 3P*        |1       |3       
PNG285.4+01.5|Pe 1-1       |D21 |4596.18 |O II      |4596.85 |0.222     |18.8|0.297     |-23.3|23.4 |V15     |3s' 2D          |3p' 2F*         |4       |6       
PNG285.4+01.5|Pe 1-1       |D21 |4625.53 |[Ar V]    |4625.93 |0.464     |10.3|0.601     |-12.8|12.5 |        |3p2 1D          |3p2 1S          |5       |1       
PNG285.4+01.5|Pe 1-1       |D21 |4634.14 |N III     |4633.07 |0.761     |12.5|0.977     |-15.6|15.0 |V2      |3p 2P*          |3d 2D           |2       |4       
PNG285.4+01.5|Pe 1-1       |D21 |4647.42 |C III     |4649.71 |0.175     |29.9|0.221     |-37.8|34.9 |V1      |3s 3S           |3p 3P*          |3       |5       
PNG285.4+01.5|Pe 1-1       |D21 |4661.63 |O II      |4661.64 |0.202     |20.0|0.252     |-24.7|23.8 |V1      |3s 4P           |3p 4D*          |4       |4       
PNG285.4+01.5|Pe 1-1       |D21 |4678.14 |N II      |4677.74 |0.046     |56.5|0.056     |-70.6|70.0 |V61b    |3d 1P*          |4f 2[2]         |3       |5       
PNG285.4+01.5|Pe 1-1       |D21 |4711.37 |[Ar IV]   |4713.51 |0.342     |18.3|0.403     |-23.4|22.6 |F1      |3p3 4S*         |3p3 2D*         |4       |6       
PNG285.4+01.5|Pe 1-1       |D21 |4733.91 |[Fe III]  |4735.15 |0.098     |41.7|0.113     |-50.2|51.7 |F3      |3d6 5D          |3d6 3F2         |5       |5       
PNG285.4+01.5|Pe 1-1       |D21 |4769.40 |[Fe III]  |4766.90 |0.189     |29.5|0.209     |-36.0|35.2 |F3      |                |                |        |        
PNG285.4+01.5|Pe 1-1       |D21 |4788.13 |N II      |4785.44 |0.144     |25.1|0.156     |-30.2|29.4 |V20     |3p 3D           |3d 3D*          |5       |5       
PNG285.4+01.5|Pe 1-1       |D21 |4814.53 |[Fe II]   |4816.23 |0.254     |14.8|0.267     |-18.1|17.1 |F20     |                |                |        |        
PNG285.4+01.5|Pe 1-1       |D21 |4815.55 |S II      |4821.04 |0.370     |9.8 |0.389     |-11.9|11.6 |V9      |4s 4P           |4p 4S*          |6       |4       
PNG285.4+01.5|Pe 1-1       |D21 |4861.33 |H 4       |4862.03 |100.000   |0.2 |100.007   |-0.2 |0.2  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG285.4+01.5|Pe 1-1       |D21 |4881.11 |[Fe III]  |4880.60 |0.652     |11.7|0.638     |-13.9|13.9 |F2      |3d6 5D          |3d6 3H          |9       |9       
PNG285.4+01.5|Pe 1-1       |D21 |4923.93 |[Fe II]   |4922.64 |0.312     |10.8|0.291     |-12.9|12.6 |        |4s2 4P          |4p 6P*          |6       |4       
PNG285.4+01.5|Pe 1-1       |D21 |4931.80 |[O III]   |4932.32 |0.173     |20.6|0.160     |-24.8|24.0 |F1      |2p2 3P          |2p2 1D          |1       |5       
PNG285.4+01.5|Pe 1-1       |D21 |4958.91 |[O III]   |4959.81 |372.914   |0.2 |335.030   |-0.2 |0.2  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG285.4+01.5|Pe 1-1       |D21 |5006.84 |[O III]   |5007.82 |1186.224  |0.2 |1011.173  |-0.2 |0.3  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG285.4+01.5|Pe 1-1       |D21 |5270.40 |[Fe III]  |5270.17 |0.219     |21.6|0.140     |-27.2|25.4 |F1      |3d6 5D          |3d6 3P2         |7       |5       
PNG285.4+01.5|Pe 1-1       |D21 |5453.83 |S II      |5452.00 |0.323     |25.1|0.170     |-30.8|29.7 |V6      |4s 4P           |4p 4D*          |6       |8       
PNG285.4+01.5|Pe 1-1       |D21 |5537.60 |[Cl III]  |5539.38 |0.530     |16.7|0.262     |-20.7|19.5 |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG285.4+01.5|Pe 1-1       |D21 |5754.60 |[N II]    |5755.00 |6.141     |1.7 |2.573     |-2.0 |2.1  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG285.4+01.5|Pe 1-1       |D21 |5801.51 |C IV      |5798.50 |0.355     |15.7|0.144     |-19.7|18.3 |V1      |3s 2S           |3p 2P*          |2       |4       
PNG285.4+01.5|Pe 1-1       |D21 |5875.66 |He I      |5876.08 |42.592    |0.4 |16.313    |-0.6 |0.7  |V11     |2p 3P*          |3d 3D           |9       |15      
PNG285.4+01.5|Pe 1-1       |D21 |5931.78 |N II      |5931.80 |0.150     |13.0|0.055     |-15.7|15.0 |V28     |3p 3P           |3d 3D*          |3       |5       
PNG285.4+01.5|Pe 1-1       |D21 |5941.65 |N II      |5942.94 |0.200     |17.1|0.073     |-21.1|19.5 |V28     |3p 3P           |3d 3D*          |5       |7       
PNG285.4+01.5|Pe 1-1       |D21 |6151.43 |C II      |6150.58 |0.240     |2.4 |0.075     |-2.9 |2.9  |V16.04  |4d 2D           |6f 2F*          |10      |14      
PNG285.4+01.5|Pe 1-1       |D21 |6300.34 |[O I]     |6300.76 |33.516    |0.3 |9.511     |-0.6 |0.7  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG285.4+01.5|Pe 1-1       |D21 |6312.10 |[S III]   |6312.54 |5.705     |2.4 |1.606     |-3.0 |2.9  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG285.4+01.5|Pe 1-1       |D21 |6347.10 |Si II     |6347.76 |0.209     |14.3|0.057     |-18.2|17.1 |V2      |4s 2S           |4p 2P*          |2       |4       
PNG285.4+01.5|Pe 1-1       |D21 |6363.78 |[O I]     |6364.24 |10.488    |1.0 |2.852     |-1.3 |1.4  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG285.4+01.5|Pe 1-1       |D21 |6393.60 |[Mn V]    |6392.94 |0.178     |25.7|0.047     |-32.6|30.2 |        |3d3 4F          |3d3 4P          |10      |6       
PNG285.4+01.5|Pe 1-1       |D21 |6461.95 |C II      |6462.19 |0.735     |8.2 |0.187     |-10.3|9.8  |        |4f 2F*          |6g 2G           |14      |18      
PNG285.4+01.5|Pe 1-1       |D21 |6548.10 |[N II]    |6548.53 |151.172   |0.3 |36.452    |-0.6 |0.8  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG285.4+01.5|Pe 1-1       |D21 |6562.77 |H 3       |6563.26 |1198.148  |0.3 |286.217   |-0.6 |0.8  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG285.4+01.5|Pe 1-1       |D21 |6583.50 |[N II]    |6583.91 |494.105   |0.3 |116.490   |-0.6 |0.8  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG285.4+01.5|Pe 1-1       |D21 |6678.16 |He I      |6678.52 |15.511    |1.2 |3.446     |-1.5 |1.7  |V46     |2p 1P*          |3d 1D           |3       |5       
PNG285.4+01.5|Pe 1-1       |D21 |6716.44 |[S II]    |6716.93 |10.792    |0.8 |2.342     |-1.0 |1.2  |F2      |2p3 4S*         |2p3 2D*         |4       |6       
PNG285.4+01.5|Pe 1-1       |D21 |6730.82 |[S II]    |6731.34 |24.211    |0.4 |5.208     |-0.7 |0.9  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG285.4+01.5|Pe 1-1       |D21 |7065.25 |He I      |7065.79 |21.555    |2.6 |3.810     |-3.1 |3.2  |V10     |2p 3P*          |3s 3S           |9       |3       
PNG285.4+01.5|Pe 1-1       |G12 |7135.80 |[Ar III]  |7135.80 |113.030   |0.0 |19.208    |-0.7 |0.8  |F1      |3p4 3P          |3p4 1D          |5       |5       
PNG285.4+01.5|Pe 1-1       |G12 |7281.35 |He I      |7281.35 |5.350     |0.0 |0.840     |-0.7 |0.9  |V45     |2p 1P*          |3s 1S           |3       |1       
PNG285.4+01.5|Pe 1-1       |G12 |7751.43 |[Ar III]  |7751.43 |35.470    |0.0 |4.399     |-0.8 |1.0  |F1      |3p4 3P          |3p4 1D          |3       |5       
PNG285.4+01.5|Pe 1-1       |G12 |9068.60 |[S III]   |9068.60 |337.700   |0.0 |24.710    |-1.0 |1.2  |        |3p2 3P          |3p2 1D          |3       |5       
PNG011.9+04.2|M 1-32       |G12 |3726.03 |[O II]    |3726.03 |34.294    |0.0 |76.039    |-2.0 |1.5  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG011.9+04.2|M 1-32       |G12 |3728.82 |[O II]    |3728.82 |15.476    |0.0 |34.263    |-2.0 |1.5  |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG011.9+04.2|M 1-32       |G12 |3868.75 |[Ne III]  |3868.75 |5.766     |0.0 |11.785    |-1.9 |1.4  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG011.9+04.2|M 1-32       |G12 |4101.74 |H 6       |4101.74 |13.481    |0.0 |23.682    |-1.4 |1.1  |H6      |2p+ 2P*         |6d+ 2D          |8       |72      
PNG011.9+04.2|M 1-32       |G12 |4340.47 |H 5       |4340.47 |31.152    |0.0 |46.159    |-1.0 |0.8  |H5      |2p+ 2P*         |5d+ 2D          |8       |50      
PNG011.9+04.2|M 1-32       |G12 |4363.21 |[O III]   |4363.21 |1.638     |0.0 |2.387     |-1.0 |0.7  |F2      |2p2 1D          |2p2 1S          |5       |1       
PNG011.9+04.2|M 1-32       |D21 |4452.37 |O II      |4450.82 |0.142     |16.8|0.194     |-20.4|21.3 |V5      |3s 2P           |3p 2D*          |4       |4       
PNG011.9+04.2|M 1-32       |D21 |4471.50 |He I      |4469.68 |3.962     |1.7 |5.327     |-2.6 |2.4  |V14     |2p 3P*          |4d 3D           |9       |15      
PNG011.9+04.2|M 1-32       |D21 |4552.53 |N II      |4551.16 |0.099     |20.2|0.125     |-25.9|25.8 |V58a    |3d 1F*          |4f 2[4]         |7       |9       
PNG011.9+04.2|M 1-32       |D21 |4562.60 |Mg I]     |4560.30 |0.115     |20.5|0.144     |-26.4|26.9 |        |3s2 1S          |3s3p 3P*        |1       |5       
PNG011.9+04.2|M 1-32       |D21 |4571.10 |Mg I]     |4569.33 |0.358     |8.0 |0.447     |-10.3|10.2 |        |3s2 1S          |3s3p 3P*        |1       |3       
PNG011.9+04.2|M 1-32       |D21 |4595.96 |O II      |4594.47 |0.103     |22.4|0.126     |-28.2|27.7 |V15     |3s' 2D          |3p' 2F*         |6       |6       
PNG011.9+04.2|M 1-32       |D21 |4601.48 |N II      |4599.77 |0.103     |14.8|0.126     |-19.0|19.1 |V5      |3s 3P*          |3p 3P           |3       |5       
PNG011.9+04.2|M 1-32       |D21 |4658.10 |[Fe III]  |4655.55 |0.472     |6.8 |0.551     |-8.8 |8.6  |F3      |3d6 5D          |3d6 3F2         |9       |9       
PNG011.9+04.2|M 1-32       |D21 |4658.64 |C IV      |4656.47 |3.471     |1.2 |4.051     |-1.8 |1.5  |V8      |5f 2F*          |6g 2G           |14      |18      
PNG011.9+04.2|M 1-32       |D21 |4701.62 |[Fe III]  |4700.29 |0.400     |9.4 |0.452     |-11.8|11.5 |F3      |3d6 5D          |3d6 3F2         |7       |7       
PNG011.9+04.2|M 1-32       |D21 |4711.37 |[Ar IV]   |4711.17 |0.319     |6.4 |0.358     |-8.2 |7.9  |F1      |3p3 4S*         |3p3 2D*         |4       |6       
PNG011.9+04.2|M 1-32       |D21 |4754.70 |[Fe III]  |4753.25 |0.444     |5.9 |0.482     |-7.6 |7.2  |F3      |                |                |        |        
PNG011.9+04.2|M 1-32       |D21 |4788.13 |N II      |4788.03 |0.117     |24.1|0.124     |-30.5|29.5 |V20     |3p 3D           |3d 3D*          |5       |5       
PNG011.9+04.2|M 1-32       |D21 |4861.33 |H 4       |4859.67 |100.000   |0.8 |100.005   |-1.0 |1.0  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG011.9+04.2|M 1-32       |D21 |4881.11 |[Fe III]  |4879.12 |1.515     |2.4 |1.492     |-3.0 |3.0  |F2      |3d6 5D          |3d6 3H          |9       |9       
PNG011.9+04.2|M 1-32       |D21 |4890.86 |O II      |4888.50 |0.070     |24.7|0.068     |-31.8|31.9 |V28     |3p 4S*          |3d 4P           |4       |2       
PNG011.9+04.2|M 1-32       |D21 |4958.91 |[O III]   |4957.37 |173.557   |0.9 |161.131   |-1.1 |1.2  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG011.9+04.2|M 1-32       |D21 |5006.84 |[O III]   |5005.36 |533.485   |0.9 |477.569   |-1.1 |1.2  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG011.9+04.2|M 1-32       |D21 |5199.84 |[N I]     |5196.25 |2.046     |1.5 |1.583     |-1.8 |2.0  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG011.9+04.2|M 1-32       |D21 |5200.26 |[N I]     |5199.42 |1.306     |2.1 |1.010     |-2.7 |2.7  |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG011.9+04.2|M 1-32       |D21 |5270.40 |[Fe III]  |5269.28 |2.953     |1.0 |2.167     |-1.3 |1.4  |F1      |3d6 5D          |3d6 3P2         |7       |5       
PNG011.9+04.2|M 1-32       |D21 |5517.66 |[Cl III]  |5516.24 |1.121     |3.4 |0.695     |-4.2 |4.4  |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG011.9+04.2|M 1-32       |D21 |5537.60 |[Cl III]  |5536.50 |1.563     |3.3 |0.959     |-4.0 |4.3  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG011.9+04.2|M 1-32       |D21 |5666.63 |N II      |5663.94 |0.254     |7.3 |0.146     |-9.1 |9.5  |V3      |3s 3P*          |3p 3D           |3       |5       
PNG011.9+04.2|M 1-32       |D21 |5679.56 |N II      |5677.06 |0.588     |8.0 |0.335     |-9.9 |10.3 |V3      |3s 3P*          |3p 3D           |5       |7       
PNG011.9+04.2|M 1-32       |D21 |5686.21 |N II      |5683.46 |0.051     |19.7|0.029     |-24.2|25.7 |V3      |3s 3P*          |3p 3D           |3       |3       
PNG011.9+04.2|M 1-32       |D21 |5695.92 |C III     |5694.57 |0.069     |17.8|0.039     |-22.7|23.4 |V2      |3p 1P*          |3d 1D           |3       |5       
PNG011.9+04.2|M 1-32       |D21 |5710.77 |N II      |5708.67 |0.175     |12.4|0.098     |-16.0|16.7 |V3      |3s 3P*          |3p 3D           |5       |5       
PNG011.9+04.2|M 1-32       |D21 |5754.60 |[N II]    |5752.45 |11.481    |1.1 |6.281     |-1.7 |2.0  |F3      |2p2 1D          |2p2 1S          |5       |1       
