-------------|-------------|------------|-------|--------|------------|------------|------------
PNG          |Name         |Ion         |Type   |icf_Ref |Abund       |Abund_Em    |Abund_Ep    
-------------|-------------|------------|-------|--------|------------|------------|------------
PNG011.9+04.2|M 1-32       |O/H         |CEL    |KB94    |3.75727e-04 |-1.00513e-05|1.25664e-05 
PNG011.9+04.2|M 1-32       |icf(O)      |CEL    |DMS14   |1.00000e+00 |-3.00000e-02|3.00000e-02 
PNG011.9+04.2|M 1-32       |O/H         |CEL    |DMS14   |3.75727e-04 |-1.12811e-05|1.77187e-05 
PNG011.9+04.2|M 1-32       |Ne^2+/H     |CEL    |        |1.79907e-05 |-4.45620e-07|3.15706e-07 
PNG011.9+04.2|M 1-32       |icf(Ne)     |CEL    |KB94    |1.71710e+00 |-7.85425e-02|7.93411e-02 
PNG011.9+04.2|M 1-32       |Ne/H        |CEL    |KB94    |3.08918e-05 |-1.88605e-06|2.05441e-06 
PNG011.9+04.2|M 1-32       |icf(Ne)     |CEL    |DMS14   |3.56861e+00 |-7.85186e-01|6.52698e-01 
PNG011.9+04.2|M 1-32       |Ne/H        |CEL    |DMS14   |6.42018e-05 |-1.79243e-05|1.31020e-05 
PNG011.9+04.2|M 1-32       |S^+/H       |CEL    |        |2.05881e-06 |-6.99798e-08|1.06612e-07 
PNG011.9+04.2|M 1-32       |S^2+/H      |CEL    |        |1.00621e-05 |-3.76324e-07|4.23095e-07 
PNG011.9+04.2|M 1-32       |icf(S)      |CEL    |KB94    |1.07611e+00 |-9.18870e-03|1.08831e-02 
PNG011.9+04.2|M 1-32       |S/H         |CEL    |KB94    |1.30434e-05 |-5.86085e-07|8.84988e-07 
PNG011.9+04.2|M 1-32       |icf(S)      |CEL    |DMS14   |9.74599e-01 |-2.43883e-01|1.86389e-01 
PNG011.9+04.2|M 1-32       |S/H         |CEL    |DMS14   |1.18131e-05 |-3.66522e-06|3.45669e-06 
PNG011.9+04.2|M 1-32       |Cl^2+/H     |CEL    |        |1.08854e-07 |-4.31924e-09|5.81969e-09 
PNG011.9+04.2|M 1-32       |icf(Cl)     |CEL    |L00     |1.29629e+00 |-1.17668e-01|1.44010e-01 
PNG011.9+04.2|M 1-32       |Cl/H        |CEL    |L00     |1.41106e-07 |-1.68780e-08|2.43390e-08 
PNG011.9+04.2|M 1-32       |icf(Cl)     |CEL    |DMS14   |2.39451e+00 |-4.31583e-01|1.70602e-01 
PNG011.9+04.2|M 1-32       |Cl/H        |CEL    |DMS14   |2.60651e-07 |-5.60518e-08|3.70114e-08 
PNG011.9+04.2|M 1-32       |Ar^2+/H     |CEL    |        |3.34342e-06 |-1.16165e-07|1.36047e-07 
PNG011.9+04.2|M 1-32       |Ar^3+/H     |CEL    |        |1.20854e-07 |-1.27546e-08|1.32166e-08 
PNG011.9+04.2|M 1-32       |icf(Ar)     |CEL    |KB94    |1.71710e+00 |-1.55264e-01|1.87251e-01 
PNG011.9+04.2|M 1-32       |Ar/H        |CEL    |KB94    |5.94851e-06 |-6.76698e-07|1.00342e-06 
PNG011.9+04.2|M 1-32       |icf(Ar)     |CEL    |DMS14   |1.06550e+00 |-7.91804e-01|6.98626e-01 
PNG011.9+04.2|M 1-32       |Ar/H        |CEL    |DMS14   |3.56240e-06 |-3.50961e-06|3.08924e-06 
PNG011.9+04.2|M 1-32       |Fe^2+/H     |CEL    |        |8.03506e-06 |-2.02025e-07|2.03922e-07 
PNG011.9+04.2|M 1-32       |icf(Fe)     |CEL    |ITL94   |2.99313e+00 |-1.48274e-01|1.86917e-01 
PNG011.9+04.2|M 1-32       |Fe/H        |CEL    |ITL94   |2.40500e-05 |-1.57610e-06|2.30900e-06 
PNG011.9+04.2|M 1-32       |adf(N^2+)   |ORL/CEL|        |8.94669e+00 |-1.62336e+00|1.70336e+00 
PNG011.9+04.2|M 1-32       |adf(N)      |ORL/CEL|KB94    |8.94669e+00 |-2.17012e+00|2.57441e+00 
PNG011.9+04.2|M 1-32       |adf(N)      |ORL/CEL|DMS14   |3.79263e+00 |-2.74399e+00|4.04253e+00 
PNG011.9+04.2|M 1-32       |adf(O^2+)   |ORL/CEL|        |2.76874e+01 |-9.69135e+00|1.03809e+01 
PNG011.9+04.2|M 1-32       |adf(O)      |ORL/CEL|KB94    |2.76874e+01 |-1.22260e+01|1.42626e+01 
PNG011.9+04.2|M 1-32       |adf(O)      |ORL/CEL|DMS14   |2.76874e+01 |-1.26307e+01|1.41027e+01 
PNG006.8+04.1|M 3-15       |He^+/H      |ORL    |        |1.10665e-01 |-2.71348e-03|3.05546e-03 
PNG006.8+04.1|M 3-15       |He/H        |ORL    |        |1.10665e-01 |-2.71348e-03|3.05546e-03 
PNG006.8+04.1|M 3-15       |C^2+/H      |ORL    |        |1.35166e-03 |-2.77775e-04|2.73145e-04 
PNG006.8+04.1|M 3-15       |C^3+/H      |ORL    |        |4.38358e-03 |-1.18184e-03|1.26258e-03 
PNG006.8+04.1|M 3-15       |icf(C)      |ORL    |WL07    |1.11911e+00 |-1.51924e-03|1.36696e-03 
PNG006.8+04.1|M 3-15       |C/H         |ORL    |WL07    |6.41837e-03 |-1.81076e-03|2.13106e-03 
PNG006.8+04.1|M 3-15       |icf(C)      |ORL    |DMS14   |1.62688e+00 |-3.72441e-01|3.36089e-01 
PNG006.8+04.1|M 3-15       |C/H         |ORL    |DMS14   |2.19900e-03 |-7.58246e-04|8.99845e-04 
PNG006.8+04.1|M 3-15       |N^2+/H      |ORL    |        |2.49280e-03 |-5.34090e-04|5.43210e-04 
PNG006.8+04.1|M 3-15       |icf(N)      |ORL    |WL07    |1.11911e+00 |-4.20039e-02|4.93519e-02 
PNG006.8+04.1|M 3-15       |N/H         |ORL    |WL07    |2.78972e-03 |-6.92519e-04|7.44566e-04 
PNG006.8+04.1|M 3-15       |N^+/H       |CEL    |        |2.38817e-05 |-3.19706e-07|3.72569e-07 
PNG006.8+04.1|M 3-15       |icf(N)      |CEL    |KB94    |9.39560e+00 |-3.64172e-01|4.11520e-01 
PNG006.8+04.1|M 3-15       |N/H         |CEL    |KB94    |2.24383e-04 |-1.00672e-05|1.34142e-05 
PNG006.8+04.1|M 3-15       |icf(N)      |CEL    |DMS14   |3.50596e+01 |-1.14655e+01|1.71939e+01 
PNG006.8+04.1|M 3-15       |N/H         |CEL    |DMS14   |8.37285e-04 |-3.18004e-04|4.90174e-04 
PNG006.8+04.1|M 3-15       |O^0/H       |CEL    |        |1.23954e-05 |-3.98991e-07|4.50501e-07 
PNG006.8+04.1|M 3-15       |O^+/H       |CEL    |        |7.11550e-05 |-6.44454e-07|5.97019e-07 
PNG006.8+04.1|M 3-15       |O^2+/H      |CEL    |        |5.97389e-04 |-2.19814e-06|2.01059e-06 
PNG006.8+04.1|M 3-15       |icf(O)      |CEL    |KB94    |1.00000e+00 |-2.96712e-02|3.20286e-02 
PNG006.8+04.1|M 3-15       |O/H         |CEL    |KB94    |6.68544e-04 |-2.15791e-05|2.34678e-05 
PNG006.8+04.1|M 3-15       |icf(O)      |CEL    |DMS14   |1.00000e+00 |-3.00000e-02|3.00000e-02 
PNG006.8+04.1|M 3-15       |O/H         |CEL    |DMS14   |6.68544e-04 |-2.22401e-05|2.36844e-05 
PNG006.8+04.1|M 3-15       |Ne^2+/H     |CEL    |        |7.63997e-05 |-6.60246e-07|6.93400e-07 
PNG006.8+04.1|M 3-15       |icf(Ne)     |CEL    |KB94    |1.11911e+00 |-4.14396e-02|4.77114e-02 
PNG006.8+04.1|M 3-15       |Ne/H        |CEL    |KB94    |8.54996e-05 |-3.36292e-06|4.70180e-06 
PNG006.8+04.1|M 3-15       |icf(Ne)     |CEL    |DMS14   |1.73684e+00 |-3.62877e-01|2.81587e-01 
PNG006.8+04.1|M 3-15       |Ne/H        |CEL    |DMS14   |1.32694e-04 |-3.20643e-05|2.70429e-05 
PNG006.8+04.1|M 3-15       |S^+/H       |CEL    |        |6.58604e-07 |-1.22467e-08|1.30186e-08 
PNG006.8+04.1|M 3-15       |S^2+/H      |CEL    |        |5.78978e-06 |-3.13275e-07|3.23687e-07 
PNG006.8+04.1|M 3-15       |icf(S)      |CEL    |KB94    |1.51687e+00 |-1.75552e-02|2.02553e-02 
PNG006.8+04.1|M 3-15       |S/H         |CEL    |KB94    |9.78136e-06 |-6.99274e-07|7.41473e-07 
PNG006.8+04.1|M 3-15       |icf(S)      |CEL    |DMS14   |1.48092e+00 |-3.57029e-01|2.42328e-01 
PNG006.8+04.1|M 3-15       |S/H         |CEL    |DMS14   |9.54952e-06 |-2.46529e-06|2.27856e-06 
PNG006.8+04.1|M 3-15       |Ar^3+/H     |CEL    |        |3.36899e-07 |-6.51627e-08|6.37889e-08 
PNG006.8+04.1|M 3-15       |icf(Ar)     |CEL    |KB94    |1.11911e+00 |-9.10902e-03|8.23992e-03 
PNG006.8+04.1|M 3-15       |Ar/H        |CEL    |KB94    |3.77027e-07 |-9.52373e-08|7.69494e-08 
PNG006.8+04.1|M 3-15       |Fe^2+/H     |CEL    |        |4.60947e-07 |-4.60947e-07|5.81743e-07 
PNG006.8+04.1|M 3-15       |icf(Fe)     |CEL    |ITL94   |1.17445e+01 |-4.57522e-01|5.46463e-01 
PNG006.8+04.1|M 3-15       |Fe/H        |CEL    |ITL94   |5.41359e-06 |-5.41359e-06|8.20502e-06 
PNG006.8+04.1|M 3-15       |adf(N^2+)   |ORL/CEL|        |1.24328e+01 |-3.53227e+00|3.35692e+00 
PNG006.8+04.1|M 3-15       |adf(N)      |ORL/CEL|KB94    |1.24328e+01 |-4.34578e+00|4.14073e+00 
PNG006.8+04.1|M 3-15       |adf(N)      |ORL/CEL|DMS14   |3.33186e+00 |-3.33186e+00|5.64298e+00 
PNG004.9+04.9|M 1-25       |He^+/H      |ORL    |        |1.18174e-01 |-4.88667e-04|4.63822e-04 
PNG004.9+04.9|M 1-25       |He/H        |ORL    |        |1.18174e-01 |-4.88667e-04|4.63822e-04 
PNG004.9+04.9|M 1-25       |C^2+/H      |ORL    |        |8.05545e-04 |-8.90935e-05|9.93690e-05 
PNG004.9+04.9|M 1-25       |C^3+/H      |ORL    |        |4.45224e-04 |-1.18633e-04|1.12338e-04 
PNG004.9+04.9|M 1-25       |icf(C)      |ORL    |WL07    |1.69373e+00 |-3.41740e-03|4.20693e-03 
PNG004.9+04.9|M 1-25       |C/H         |ORL    |WL07    |2.11846e-03 |-4.72029e-04|4.35509e-04 
PNG004.9+04.9|M 1-25       |icf(C)      |ORL    |DMS14   |1.56099e+00 |-3.66461e-01|1.54921e-01 
PNG004.9+04.9|M 1-25       |C/H         |ORL    |DMS14   |1.25745e-03 |-3.84024e-04|2.20607e-04 
PNG004.9+04.9|M 1-25       |N^2+/H      |ORL    |        |2.26425e-03 |-2.79963e-04|3.08860e-04 
PNG004.9+04.9|M 1-25       |icf(N)      |ORL    |WL07    |1.69373e+00 |-1.32228e-02|1.27599e-02 
PNG004.9+04.9|M 1-25       |N/H         |ORL    |WL07    |3.83502e-03 |-6.25969e-04|5.83866e-04 
PNG004.9+04.9|M 1-25       |O^2+/H      |ORL    |        |4.16669e-03 |-5.46297e-04|6.04841e-04 
PNG004.9+04.9|M 1-25       |icf(O)      |ORL    |WL07    |1.69373e+00 |-8.16968e-03|9.62981e-03 
PNG004.9+04.9|M 1-25       |O/H         |ORL    |WL07    |7.05722e-03 |-1.15478e-03|1.20168e-03 
PNG004.9+04.9|M 1-25       |N^0/H       |CEL    |        |8.03564e-07 |-1.30151e-07|1.32625e-07 
PNG004.9+04.9|M 1-25       |N^+/H       |CEL    |        |9.41331e-05 |-6.29149e-07|4.20626e-07 
PNG004.9+04.9|M 1-25       |icf(N)      |CEL    |KB94    |2.44149e+00 |-2.40978e-02|1.99740e-02 
PNG004.9+04.9|M 1-25       |N/H         |CEL    |KB94    |2.29825e-04 |-3.21244e-06|2.65391e-06 
PNG004.9+04.9|M 1-25       |icf(N)      |CEL    |DMS14   |5.82802e+00 |-1.36050e+00|1.96163e+00 
PNG004.9+04.9|M 1-25       |N/H         |CEL    |DMS14   |5.48609e-04 |-1.97150e-04|1.97625e-04 
PNG004.9+04.9|M 1-25       |O^0/H       |CEL    |        |9.50552e-06 |-3.21989e-07|3.28087e-07 
PNG004.9+04.9|M 1-25       |O^+/H       |CEL    |        |2.61629e-04 |-1.00141e-06|9.51976e-07 
PNG004.9+04.9|M 1-25       |O^2+/H      |CEL    |        |3.77136e-04 |-1.19382e-06|7.73232e-07 
PNG004.9+04.9|M 1-25       |icf(O)      |CEL    |KB94    |1.00000e+00 |-4.99829e-03|4.61696e-03 
PNG004.9+04.9|M 1-25       |O/H         |CEL    |KB94    |6.38765e-04 |-4.23787e-06|3.58653e-06 
PNG004.9+04.9|M 1-25       |icf(O)      |CEL    |DMS14   |1.00000e+00 |-3.00000e-02|3.00000e-02 
PNG004.9+04.9|M 1-25       |O/H         |CEL    |DMS14   |6.38765e-04 |-2.33140e-05|2.34769e-05 
PNG004.9+04.9|M 1-25       |Ne^2+/H     |CEL    |        |2.13662e-05 |-5.57391e-08|7.59181e-08 
PNG004.9+04.9|M 1-25       |icf(Ne)     |CEL    |KB94    |1.69373e+00 |-1.43532e-02|1.28340e-02 
PNG004.9+04.9|M 1-25       |Ne/H        |CEL    |KB94    |3.61886e-05 |-3.75242e-07|3.36101e-07 
PNG004.9+04.9|M 1-25       |icf(Ne)     |CEL    |DMS14   |3.50607e+00 |-7.52970e-01|5.71253e-01 
PNG004.9+04.9|M 1-25       |Ne/H        |CEL    |DMS14   |7.49116e-05 |-1.95965e-05|1.25669e-05 
PNG004.9+04.9|M 1-25       |S^+/H       |CEL    |        |1.25419e-06 |-1.03934e-08|8.18721e-09 
PNG004.9+04.9|M 1-25       |S^2+/H      |CEL    |        |1.19005e-05 |-3.24230e-07|3.09656e-07 
PNG004.9+04.9|M 1-25       |icf(S)      |CEL    |KB94    |1.07984e+00 |-1.80273e-03|1.59566e-03 
PNG004.9+04.9|M 1-25       |S/H         |CEL    |KB94    |1.42050e-05 |-5.35461e-07|5.01822e-07 
PNG004.9+04.9|M 1-25       |icf(S)      |CEL    |DMS14   |9.77162e-01 |-2.38925e-01|1.57693e-01 
PNG004.9+04.9|M 1-25       |S/H         |CEL    |DMS14   |1.28543e-05 |-3.92292e-06|2.56770e-06 
PNG004.9+04.9|M 1-25       |Cl^2+/H     |CEL    |        |5.99356e-08 |-8.66444e-09|9.32633e-09 
PNG004.9+04.9|M 1-25       |icf(Cl)     |CEL    |L00     |1.19364e+00 |-6.65622e-02|6.55558e-02 
PNG004.9+04.9|M 1-25       |Cl/H        |CEL    |L00     |7.15417e-08 |-1.35714e-08|1.66032e-08 
PNG004.9+04.9|M 1-25       |icf(Cl)     |CEL    |DMS14   |2.44149e+00 |-4.26062e-01|1.01027e-01 
PNG004.9+04.9|M 1-25       |Cl/H        |CEL    |DMS14   |1.46332e-07 |-4.43172e-08|2.61539e-08 
PNG004.9+04.9|M 1-25       |Ar^2+/H     |CEL    |        |3.55241e-06 |-2.67234e-08|2.30108e-08 
PNG004.9+04.9|M 1-25       |Ar^3+/H     |CEL    |        |2.23524e-07 |-2.77586e-08|2.72485e-08 
PNG004.9+04.9|M 1-25       |icf(Ar)     |CEL    |KB94    |1.69373e+00 |-1.78520e-02|2.16170e-02 
PNG004.9+04.9|M 1-25       |Ar/H        |CEL    |KB94    |6.39540e-06 |-1.45778e-07|1.40840e-07 
PNG004.9+04.9|M 1-25       |icf(Ar)     |CEL    |DMS14   |1.07022e+00 |-8.00412e-01|6.92757e-01 
PNG004.9+04.9|M 1-25       |Ar/H        |CEL    |DMS14   |3.80186e-06 |-3.43446e-06|2.85712e-06 
PNG004.9+04.9|M 1-25       |Fe^2+/H     |CEL    |        |1.27928e-06 |-2.43550e-07|2.25686e-07 
PNG004.9+04.9|M 1-25       |icf(Fe)     |CEL    |ITL94   |3.05187e+00 |-2.92868e-02|2.35541e-02 
PNG004.9+04.9|M 1-25       |Fe/H        |CEL    |ITL94   |3.90420e-06 |-9.84058e-07|8.87866e-07 
PNG004.9+04.9|M 1-25       |adf(N^2+)   |ORL/CEL|        |1.66867e+01 |-2.54145e+00|2.71339e+00 
PNG004.9+04.9|M 1-25       |adf(N)      |ORL/CEL|KB94    |1.66867e+01 |-3.36396e+00|3.02159e+00 
PNG004.9+04.9|M 1-25       |adf(N)      |ORL/CEL|DMS14   |6.99044e+00 |-4.57792e+00|1.90502e+01 
PNG004.9+04.9|M 1-25       |adf(O^2+)   |ORL/CEL|        |1.10482e+01 |-1.83134e+00|1.90885e+00 
PNG004.9+04.9|M 1-25       |adf(O)      |ORL/CEL|KB94    |1.10482e+01 |-2.27623e+00|2.26999e+00 
PNG004.9+04.9|M 1-25       |adf(O)      |ORL/CEL|DMS14   |1.10482e+01 |-2.32180e+00|2.18850e+00 
PNG327.1-02.2|Hen 2-142    |He^+/H      |ORL    |        |2.20687e-02 |-2.21803e-03|1.99361e-03 
PNG327.1-02.2|Hen 2-142    |He/H        |ORL    |        |2.20687e-02 |-2.21803e-03|1.99361e-03 
PNG327.1-02.2|Hen 2-142    |N^+/H       |CEL    |        |1.02858e-04 |-1.12715e-05|1.01888e-05 
PNG327.1-02.2|Hen 2-142    |icf(N)      |CEL    |KB94    |1.00649e+00 |-2.82011e-01|3.46103e-01 
PNG327.1-02.2|Hen 2-142    |N/H         |CEL    |KB94    |1.03526e-04 |-4.05412e-05|4.94582e-05 
PNG327.1-02.2|Hen 2-142    |icf(N)      |CEL    |DMS14   |1.01610e+00 |-2.26360e-01|2.61908e-01 
PNG327.1-02.2|Hen 2-142    |N/H         |CEL    |DMS14   |1.04514e-04 |-3.64244e-05|4.39163e-05 
PNG327.1-02.2|Hen 2-142    |O^0/H       |CEL    |        |1.10627e-05 |-1.14263e-06|1.02178e-06 
PNG327.1-02.2|Hen 2-142    |O^+/H       |CEL    |        |4.39806e-04 |-3.39881e-05|3.93996e-05 
PNG327.1-02.2|Hen 2-142    |O^2+/H      |CEL    |        |2.85466e-06 |-6.30477e-08|5.03531e-08 
PNG327.1-02.2|Hen 2-142    |icf(O)      |CEL    |KB94    |1.00000e+00 |-9.56807e-02|1.17244e-01 
PNG327.1-02.2|Hen 2-142    |O/H         |CEL    |KB94    |4.42661e-04 |-9.55277e-05|1.22578e-04 
PNG327.1-02.2|Hen 2-142    |icf(O)      |CEL    |DMS14   |1.00000e+00 |-3.00000e-02|3.00000e-02 
PNG327.1-02.2|Hen 2-142    |O/H         |CEL    |DMS14   |4.42661e-04 |-7.41628e-05|8.26424e-05 
PNG327.1-02.2|Hen 2-142    |S^+/H       |CEL    |        |8.69380e-07 |-1.11801e-07|9.37978e-08 
PNG327.1-02.2|Hen 2-142    |S^2+/H      |CEL    |        |2.69280e-06 |-3.07721e-07|2.80720e-07 
PNG327.1-02.2|Hen 2-142    |icf(S)      |CEL    |KB94    |1.00000e+00 |-2.35066e-02|7.04119e-03 
PNG327.1-02.2|Hen 2-142    |S/H         |CEL    |KB94    |3.56218e-06 |-6.27222e-07|5.83256e-07 
PNG327.1-02.2|Hen 2-142    |icf(S)      |CEL    |DMS14   |9.41812e-01 |-3.96229e-01|3.52740e-01 
PNG327.1-02.2|Hen 2-142    |S/H         |CEL    |DMS14   |3.35490e-06 |-1.89690e-06|1.93555e-06 
PNG327.1-02.2|Hen 2-142    |Cl^2+/H     |CEL    |        |9.21141e-08 |-1.35369e-08|1.04890e-08 
PNG327.1-02.2|Hen 2-142    |icf(Cl)     |CEL    |L00     |1.32285e+00 |-3.15690e-01|3.78240e-01 
PNG327.1-02.2|Hen 2-142    |Cl/H        |CEL    |L00     |1.21854e-07 |-4.66878e-08|5.75740e-08 
PNG327.1-02.2|Hen 2-142    |icf(Cl)     |CEL    |DMS14   |1.00649e+00 |-3.52985e-01|2.56186e-01 
PNG327.1-02.2|Hen 2-142    |Cl/H        |CEL    |DMS14   |9.27120e-08 |-4.15589e-08|3.81482e-08 
PNG332.9-09.9|Hen 3-1333   |N^+/H       |CEL    |        |3.44437e-04 |-8.09057e-06|9.01264e-06 
PNG332.9-09.9|Hen 3-1333   |icf(N)      |CEL    |KB94    |1.00000e+00 |-3.62508e-02|3.72943e-02 
PNG332.9-09.9|Hen 3-1333   |N/H         |CEL    |KB94    |3.44437e-04 |-1.85987e-05|2.23521e-05 
PNG332.9-09.9|Hen 3-1333   |icf(N)      |CEL    |DMS14   |1.00000e+00 |-6.78138e-02|6.71928e-02 
PNG332.9-09.9|Hen 3-1333   |N/H         |CEL    |DMS14   |3.44437e-04 |-3.22916e-05|3.52666e-05 
PNG332.9-09.9|Hen 3-1333   |O^0/H       |CEL    |        |3.21403e-04 |-9.87561e-06|1.04441e-05 
PNG332.9-09.9|Hen 3-1333   |O^+/H       |CEL    |        |3.13281e-03 |-6.05395e-05|6.38342e-05 
PNG332.9-09.9|Hen 3-1333   |icf(O)      |CEL    |KB94    |1.00000e+00 |0.00000e+00 |0.00000e+00 
PNG332.9-09.9|Hen 3-1333   |O/H         |CEL    |KB94    |3.13281e-03 |-6.05395e-05|6.38342e-05 
PNG332.9-09.9|Hen 3-1333   |icf(O)      |CEL    |DMS14   |1.00000e+00 |-3.00000e-02|3.00000e-02 
PNG332.9-09.9|Hen 3-1333   |O/H         |CEL    |DMS14   |3.13281e-03 |-1.48338e-04|1.48292e-04 
PNG332.9-09.9|Hen 3-1333   |S^+/H       |CEL    |        |4.55883e-05 |-5.54473e-06|5.26901e-06 
PNG332.9-09.9|Hen 3-1333   |S^2+/H      |CEL    |        |7.55409e-07 |-3.19708e-08|3.22255e-08 
PNG332.9-09.9|Hen 3-1333   |icf(S)      |CEL    |KB94    |1.00000e+00 |-1.68862e-05|1.30820e-05 
PNG332.9-09.9|Hen 3-1333   |S/H         |CEL    |KB94    |4.63437e-05 |-8.93800e-06|8.18679e-06 
PNG332.9-09.9|Hen 3-1333   |icf(S)      |CEL    |DMS14   |9.35437e-01 |-2.50523e-01|1.75107e-01 
PNG332.9-09.9|Hen 3-1333   |S/H         |CEL    |DMS14   |4.33516e-05 |-1.57959e-05|1.57984e-05 
PNG321.0+03.9|Hen 2-113    |N^+/H       |CEL    |        |1.18585e-04 |-3.71549e-06|4.49381e-06 
PNG321.0+03.9|Hen 2-113    |icf(N)      |CEL    |KB94    |1.00000e+00 |-3.54717e-02|3.62488e-02 
PNG321.0+03.9|Hen 2-113    |N/H         |CEL    |KB94    |1.18585e-04 |-6.02631e-06|6.47140e-06 
PNG321.0+03.9|Hen 2-113    |icf(N)      |CEL    |DMS14   |1.00000e+00 |-5.47364e-02|5.94608e-02 
PNG321.0+03.9|Hen 2-113    |N/H         |CEL    |DMS14   |1.18585e-04 |-8.70294e-06|8.14281e-06 
PNG321.0+03.9|Hen 2-113    |O^0/H       |CEL    |        |2.17945e-05 |-7.33996e-07|8.12092e-07 
PNG321.0+03.9|Hen 2-113    |O^+/H       |CEL    |        |4.19503e-04 |-6.74867e-06|1.00653e-05 
PNG321.0+03.9|Hen 2-113    |icf(O)      |CEL    |KB94    |1.00000e+00 |0.00000e+00 |0.00000e+00 
PNG321.0+03.9|Hen 2-113    |O/H         |CEL    |KB94    |4.19503e-04 |-6.74867e-06|1.00653e-05 
PNG321.0+03.9|Hen 2-113    |icf(O)      |CEL    |DMS14   |1.00000e+00 |-3.00000e-02|3.00000e-02 
PNG321.0+03.9|Hen 2-113    |O/H         |CEL    |DMS14   |4.19503e-04 |-1.49369e-05|1.86810e-05 
PNG321.0+03.9|Hen 2-113    |S^+/H       |CEL    |        |4.80808e-06 |-3.57230e-07|3.82251e-07 
PNG321.0+03.9|Hen 2-113    |S^2+/H      |CEL    |        |2.18406e-06 |-1.37410e-07|1.48940e-07 
PNG321.0+03.9|Hen 2-113    |icf(S)      |CEL    |KB94    |1.00000e+00 |-1.34685e-05|1.83305e-05 
PNG321.0+03.9|Hen 2-113    |S/H         |CEL    |KB94    |6.99215e-06 |-4.96930e-07|5.54147e-07 
PNG321.0+03.9|Hen 2-113    |icf(S)      |CEL    |DMS14   |9.35437e-01 |-2.38290e-01|1.67874e-01 
PNG321.0+03.9|Hen 2-113    |S/H         |CEL    |DMS14   |6.54071e-06 |-1.91478e-06|1.78663e-06 
PNG352.9+11.4|K 2-16       |N^+/H       |CEL    |        |6.90646e-05 |-3.48958e-06|3.41524e-06 
PNG352.9+11.4|K 2-16       |icf(N)      |CEL    |KB94    |1.38943e+00 |-7.74726e-02|8.21592e-02 
PNG352.9+11.4|K 2-16       |N/H         |CEL    |KB94    |9.59607e-05 |-9.37821e-06|8.19979e-06 
PNG352.9+11.4|K 2-16       |icf(N)      |CEL    |DMS14   |2.10000e+00 |-3.40465e-01|4.63445e-01 
PNG352.9+11.4|K 2-16       |N/H         |CEL    |DMS14   |1.45035e-04 |-3.30841e-05|4.26286e-05 
PNG352.9+11.4|K 2-16       |O^+/H       |CEL    |        |1.45081e-04 |-4.76063e-06|4.14400e-06 
PNG352.9+11.4|K 2-16       |O^2+/H      |CEL    |        |5.64993e-05 |-1.59280e-06|1.27619e-06 
PNG352.9+11.4|K 2-16       |icf(O)      |CEL    |KB94    |1.00000e+00 |0.00000e+00 |0.00000e+00 
PNG352.9+11.4|K 2-16       |O/H         |CEL    |KB94    |2.01580e-04 |-5.94389e-06|5.01884e-06 
PNG352.9+11.4|K 2-16       |icf(O)      |CEL    |DMS14   |1.00000e+00 |-3.00000e-02|3.00000e-02 
PNG352.9+11.4|K 2-16       |O/H         |CEL    |DMS14   |2.01580e-04 |-1.06148e-05|9.25311e-06 
PNG352.9+11.4|K 2-16       |S^+/H       |CEL    |        |2.92965e-06 |-2.07401e-07|1.96338e-07 
PNG352.9+11.4|K 2-16       |icf(S)      |CEL    |KB94    |4.13964e+00 |-7.34394e-02|7.89510e-02 
PNG352.9+11.4|K 2-16       |S/H         |CEL    |KB94    |1.21277e-05 |-1.00800e-06|9.12801e-07 
PNG352.9+11.4|K 2-16       |icf(S)      |CEL    |DMS14   |9.79425e-01 |-2.66831e-01|1.96421e-01 
PNG352.9+11.4|K 2-16       |S/H         |CEL    |DMS14   |2.86937e-06 |-9.57337e-07|7.11290e-07 
PNG010.8-01.8|NGC 6578     |He^+/H      |ORL    |        |1.18118e-01 |-7.39322e-04|7.93005e-04 
PNG010.8-01.8|NGC 6578     |He^2+/H     |ORL    |        |3.83136e-04 |-1.73635e-05|1.79412e-05 
PNG010.8-01.8|NGC 6578     |He/H        |ORL    |        |1.18501e-01 |-9.90409e-04|1.01250e-03 
PNG010.8-01.8|NGC 6578     |C^2+/H      |ORL    |        |9.53738e-04 |-8.32576e-05|9.03677e-05 
PNG010.8-01.8|NGC 6578     |C^3+/H      |ORL    |        |1.17657e-03 |-9.54658e-05|9.26685e-05 
PNG010.8-01.8|NGC 6578     |icf(C)      |ORL    |WL07    |1.08617e+00 |-1.12712e-03|1.31115e-03 
PNG010.8-01.8|NGC 6578     |C/H         |ORL    |WL07    |2.31388e-03 |-2.64481e-04|2.62166e-04 
PNG010.8-01.8|NGC 6578     |icf(C)      |ORL    |DMS14   |1.65216e+00 |-4.18879e-01|3.94362e-01 
PNG010.8-01.8|NGC 6578     |C/H         |ORL    |DMS14   |1.57573e-03 |-5.89205e-04|5.21853e-04 
PNG010.8-01.8|NGC 6578     |N^2+/H      |ORL    |        |6.76456e-04 |-1.28226e-04|1.33539e-04 
PNG010.8-01.8|NGC 6578     |N^3+/H      |ORL    |        |1.27671e-04 |-1.98135e-05|1.98221e-05 
PNG010.8-01.8|NGC 6578     |icf(N)      |ORL    |WL07    |1.08597e+00 |-2.23019e-03|2.89423e-03 
PNG010.8-01.8|NGC 6578     |N/H         |ORL    |WL07    |8.73258e-04 |-2.64787e-04|2.25710e-04 
